nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,Address,longitude,description,,
Kedung Pengilon,4,412,"Alam, Air Terjun",5000,5000,-78.560.863,"Dusun Petung, Desa Bangunjiwo, Kecamatan Kasihan, Kabupaten Bantul, Yogyakarta",110.288.863,"Kedung Pengilon ini adalah wisata yang masih dikelola secara swadaya oleh masyarakat sekitar. Pemerintah setempat belum secara resmi mengelola kawasan wisata ini. Sehingga untuk fasilitas yang tersedia pun masih sangat terbatas dan ala kadarnya. Beberapa fasilitas yang ada ditempat wisata ini contohnya seperti kamar mandi umum, biasanya digunakan oleh pengunjung",,
Congot Beach,4.3,400,Pantai,5000,10000,-79.075.425,"Dusun Pasir Mendit, Desa Jangkaran, Temon, Kulon Progo, Yogyakarta",1.100.535.658,"Pantai Congot berbeda dari pantai kebanyakan, pantai ini ibarat paket wisata bahari seperti adanya hutan mangrove, tempat beli seafood, pohon cemara, bahkan spot memancing yang mantap. 1. Hutan Mangrove Hutan mangrove di pantai congot merupakan spot yang paling favorit bagi pengunjung, khususnya anak muda, karena menyajikan pemandangan yang berbeda",,
Taman Wana Winulang,4,396,Taman,0,0,-7.856.079," Kemiri, Margosari, Kec. Pengasih, Kabupaten Kulon Progo",110.166.051,"Taman Wana Winulang dilengkapi dengan beberapa gazebo yang bisa digunakan untuk berteduh, istirahat, atau berdiskusi. Sejumlah anak biasanya tampak bermain di sana pada sore hari",,
Museum of Biology UGM,4.4,389,"Museum, Edukasi",0,0,-78.017.655,"Jl. Sultan Agung No 22 Wirogunan, Mergangsan, Yogyakarta",1.103.744.009,Museum khusus atau museum pendidikan yang memiliki benda-benda hayati dan benda-benda lainnya yang berhubungan dengan lingkungan hidup,,
Tamansari Keraton,4.6,386,"Sejarah, Budaya",3000,3000,-78.102.151,"Jalan Nogosari No 6, Patehan, Kraton, Yogyakarta",110.358.903,"Taman Sari Keraton Yogyakarta adalah bekas taman Keraton Yogyakarta yang dibangun pada masa Sri Sultan Hamengku Buwono I (1758-1765). Sebenarnya Taman Sari dulu memiliki luas 10 hektar lengkap dengan gedung, kolam pemandian, jembatan gantung, kanal air, danau buatan, pulau buatan dan lorong bawah air.",,
Trisik Beach,3.9,383,Pantai,5000,5000,-79.673.349,"Desa Karangsewu, Galur, Kulon Progo, Daerah Istimewa Yogyakarta",110.182.607,"Pantai Trisik sendiri tidak ada batasan waktu mau kesini pukul berapa, serta buka pada setiap hari. Tetapi, jika ingin melihat aktivitas nelayan melawan ombak, pengunjung bisa kesini pada pukul 09.00 sampai 10.00 WIB dan jika ingin melihat para nelayan beradu dengan ombak dan lepas ke laut, Kamu bisa kesini antara pukul 04.00 sampai pukul 06.00 WIB",,
Gardu Pandang Merapi,4.3,377,"Alam, Sejarah",3000,3000,-75.926.693,"Kaliurang, Hargobinangun, Kec. Pakem, Kabupaten Sleman",1.104.250.243,"Bukit Klangon Merapi adalah spot gardu pandang gunung Merapi di Jogja. Bukit Klangon adalah salah satu spot yang menampilkan pemandangan Merapi paling indah, disamping terdapat beberapa lokasi gardu pandang merapi lainnya. Menikmati pemandangan gunung Merapi memang salah satu aktivitas yang dinantikan para wisatawan di Jogja.",,
Gunung Gamping,4.3,350,Alam,0,0,-78.046.696,"Jl. Yogya-Wates KM.5, Ambarketawang, Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta",1.103.196.567,"Gunung Gamping yang lebih tepatnya adalah sebuah bukit, menyimpan kekayaan alam yang masih bisa dimanfaatkan, yaitu gamping. Menyaksikan mentari terbit",,
Puncak Kleco Desa Wisata Tinalah,4.5,337,Alam,0,0,-77.125.459," Dusun Duwet, Desa Purwoharjo, Kecamatan Samigaluh, Kabupaten Kulon Progo, Yogyakarta",1.102.045.109,"Puncak Kleco merupakan salah satu tempat favorit di Desa Tinalah untuk melihat matahari terbit. Kita bisa melihat pemandangan Wates, Jogja, dan Pegunungan Menoreh dari atas sini yang kadang masih diselimuti kabut tipis.",,
Pantai Butuh,4.4,334,Pantai,15000,15000,-81.117.719,"Desa Krambilsawit, Kecamatan Saptosari, Kabupaten Gunung Kidul,",1.104.855.447,Pengunjung akan dimanjakan dengan suasana yang sejuk dan segar saat berada di pantai yang satu ini,,
Stonehenge Yogyakarta,4.4,332,Buatan,15000,15000,-76.024.289,"Trutan, Kepuharjo, Cangkringan, Yogyakarta, DI Yogyakarta",1.104.480.035,Wisata Stonehenge di Yogyakarta ini merupakan replika dari salah satu monumen ternama di dunia yang pada tahun 1986 kemudian ditambahkan ke dalam UNESCO World Heritage Site,,
Snack Wonderland,4.1,327,"Buatan, Hiburan",40000,80000,-77.721.185,"Jalan Ringroad Utara KM 1,5 No.8 Yogyakarta",1.104.311.704,"Snack Wonderland Yogyakarta, yang mana memiliki konsep hampir sama. Bedanya dengan Ice Cream World, di sini mengangkat tema makanan sebagai objek foto",,
Wisata Alam Curug Gedhe,4,305,Alam,0,0,-78.240.577,"Gembyong, Gunungkidul, Gembyong, Ngoro-oro, Kec. Patuk, Kabupaten Gunung Kidul",1.105.367.479,Curug Gedhe Gunungkidul adalah salah satu curug atau air terjun yang menjadi daya tarik wisatawan di Gunungkidul khususnya perbukitan Patuk.  wisata alam dengan suguhan air terjun setinggi 25 meter. pengunjung wisata alam Curug gede tidak hanya di menikmati pemandangan alam saja tetapi dapat menikmati segarnya air terjun tersebut.,,
History Of Java Museum (HOJM),4.5,304,"Museum, Sejarah",0,0,-78.439.029,"Jl. Parangtritis, km 5.5, Tarudan, Bangunharjo, Sewon, Bantul, Daerah Istimewa Yogyakarta",110.362.261,"Koleksi museum ini berupa benda purbakala masa prasejarah sampai kerajaan-kerajaan lama, seperti Singosari, Majapahit, Cirebon, dan Mataram Islam. Teknologi Augmented Reality memungkinkan pengunjung melihat langsung secara detail benda-benda koleksi tersebut.",,
Puncak Bucu,4.1,299,Alam,10000,10000,-78.618.548,"Ngelosari, Srimulyo, Piyungan, Ngayang, Sitimulyo, Kec. Piyungan, Bantul, Daerah Istimewa Yogyakarta",1.104.430.834,Bebatuan mendominasi Puncak Bukit Bucu. Dari puncak ini kita bisa melihat pemandangan kampung yang ada dibawah diselingi oleh pepohonan,,
Museum Sri Sultan Hamengkubuwono IX,4.7,298,"Museum, Sejarah",15000,15000,-78.083.193,"Panembahan, Kraton, Yogyakarta City, Special Region of Yogyakarta",1.103.644.395,Museum Sri Sultan Hamengkubuwana IX menjadi tempat paling menarik di Keraton Yogyakarta. Di sini terdapat banyak barang peninggalan sultan. Banyak sejarah yang tersimpan di museum ini.,,
Taman Kota Wates,4.5,296,Taman Kota,0,0,-78.584.717,Tengah kota dekat Alun-Alun Wates dan kompleks pemda Kulon Progo,1.101.600.975,Sebagai ruang di dalam lingkup perkotaan yang strukturnya bersifat alami,,
Sasana wiratama,4.3,294,"Museum, Sejarah",0,0,-77.871.244,"Jl. HOS Cokroaminoto TR-III/430, Tegalrejo, Tegalrejo",1.103.514.031,"Museum Sasana Wiratama adalah tempat yang tepat untuk mengetahui sejarah perjuangan Pahlawan Nasional Pangeran Diponegoro. Lahan tempat museum tersebut adalah bekas kediaman Pangeran Diponegoro. Tanggal 20 Juli 1825, Pangeran Diponegoro harus meninggalkan rumahnya itu setelah dikepung dan digempur tentara kolonial Belanda.",,
Taman Tempuran Cikal,4.4,294,"Alam, Wisata Air",0,0,-7.840.562.331,"Cikal, Srimulyo, Kec. Piyungan, Bantul, Daerah Istimewa Yogyakarta",1.104.494.549,"Taman Tempuran Cikal terletak di kecamatan Piyungan. Di taman ini, para pengunjung bisa mencoba bermain dengan beberapa wahana yang ada sembari menikmati kesejukan alam. Taman Tempuran Cikal atau biasa disebut TTC terletak di Dusun Cikal, Desa Srimulyo, Kecamatan Piyungan, Kabupaten Bantul. Kata Tempuran ini diambil dari pertemuan antara dua sungai, yaitu sungai gawe dan sungai opak. Taman tempuran ini telah menjadi salah satu obyek wisata baru di daerah Piyungan dan telah dilengkapi dengan beberapa fasilitas seperti wahana speed boat, kapal, kano, ATV, mini trail, flying fox, outbound, taman bermain, gazebo, tempat parkir yang luas, dan toilet. Ditaman ini, pengunjung juga bisa menikmati macam-macam kuliner yang lezat. ",,
Bukit Tompak,4.5,277,Alam,10000,10000,-7.844.259,"Jalan Sumur Bandung, Cikal, Srimulyo, Kecamatan Piyungan, Kabupaten Bantul, Yogyakarta.",1.104.557.031,Pada malam hari di Bukit ini dapat menikmati citylight kota yang sangat indah dengan lampu-lampu malam.,,
Taman Glugut,4,274,"Taman, Wisata Alam",15000,15000,-78.777.976,"Wonokromo I, Pleret, Bantul, DI Yogyakarta",1.103.939.277,"Taman Glugut merupakan salah satu wisata yang kini kerap jadi jujugan wisatawan. Sesuai namanya, yakni ‘glugut’ yang berarti lapisan bulu halus pada bambu, wisata ini pun terletak di area hutan bambu.",,
Taman Nggirli,4.3,270,Taman,0,0,-78.403.441,"Jl Dusun Bintaran Wetan, RT 01, Bantaran Kulon, Srimulyo, Kec. Piyungan, Bantul, Daerah Istimewa Yogyakarta",1.104.537.568,"Nama Nggirli yang terbilang unik, merupakan kependekan dari “ Pinggir Kali”, atau “Bantaran Sungai”. Lokasinya sendiri, berada di Kabupaten Bantul, yang semakin banyaknya dikunjungi karena tidak hanya taman namun juga ada arena playground dan camping. ",,
Candi Bubrah,4.3,261,"Sejarah, Budaya",30000,30000,-77.465.277,"Taman Martani, Kecamatan Kalasan, Kabupaten Sleman, Yogyakarta",1.104.929.268,"Candi Bubrah, yang dalam bahasa Jawa berarti “Hancur” atau “Berantakan”, konon katanya ketika ditemukan candi tersebut dalam keadaan hancur. Candi Bubrah merupakan bangunan candi yang menghadap ke arah timur, sama dengan halnya seperti Candi Prambanan. Candi ini juga memiliki bentuk bangunan yang tinggi dan ramping.",,
Plengkung Wijilan,4.6,261,Sejarah,0,0,-78.038.148,"Jl. Wijilan, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta",1.103.666.102,"Plengkung Tarunasura atau Plengkung wijilan adalah salah satu gerbang masuk ke dalam kawasan ini. Lokasinya memang tak jauh dari Alun-alun Utara,  Disebut Tarunasura karena plengkung ini dahulu merupakan gerbang yang dijaga para prajurit muda.",,
Candi Kedulan,4.5,260,Sejarah,0,0,-7.742.562,"Desa Tirtomartani, Kecamatan Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta",1.104.696.979,"Candi ini ditemukan terletak tiga sampai tujuh meter di bawah permukaan tanah; kemungkinan besar karena tertimbun lahar gunung Merapi yang diduga kuat meletus secara besar-besaran pada awal abad ke-11 (kira-kira tahun 1006). Karena jenis tanah yang berada di sekitar candi terdiri dari 13 lapisan yang berbeda, maka kemungkinan besar bahwa candi ini tertimbun lahar dalam beberapa kali letusan (13 kali).",,
Museum Satwa Gembira Loka Zoo,4.4,258,"Buatan, Musem, Kebun Binatang",25000,25000,-78.053.239,"Jl. Kebun Raya No.2, Rejowinangun, Kec. Kotagede, Kota Yogyakarta",1.103.980.306,Taman satwa legendaris di Jogja ini memiliki beragam koleksi satwa langka lengkap dan wahana atraksi seru. Sebuah ide bagus mengisi hari libur dengan piknik.,,
Canting Mas Puncak Dipowono,4.4,248,"Alam, Wisata Buatan",12000,12000,-780.032,"Jalan Clereng Tamanan KM. 6, Dusun Clapar 2, Desa Hargowilis, Kokap, Kulon Progo",110.128.122,"Sebuah objek wisata alam yang menyajikan beraneka macam spot selfie keren, yang terletak di Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta. Canting Mas Puncak Dipowono merupakan salah-satu wilayah yang paling tinggi yang ada di Kulon Progo.",,
Taman Air Menari,4.3,245,"Buatan, Wisata Air",0,0,-780.094,"Jl. Panembahan Senopati No.1-3, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta",110.367.805,Taman Air Menari yang terletak di wilayah playground Taman Pintar ini juga dilengkapi dengan fasilitas ruang bilas yang menggunakan sensor otomatis dan sangat memperhatikan unsur keselamatan bagi anak dan keluarga.,,
Curug Banyunibo,4.1,243,Alam,0,0,-78.675.423,"Kabrokan Kulon, Kabrokan Wetan, Sendangsari, Kec. Pajangan, Bantul, Daerah Istimewa Yogyakarta ",1.102.867.568,"Wisata Curug Banyunibo Bantul ini adalah air terjun dengan ketinggan sekitar 10 meter, lokasinya yang berada di tengah lebatnya pepohonan. ",,
Candi Kimpulan,4.7,233,"Sejarah, Budaya",0,0,-76.883.712,"Lodadi, Umbulmartani, Kec. Ngemplak, Kab. Sleman, DI Yogyakarta",1.104.153.399,"Candi Kimpulan merupakan bangunan candi yang terbuka, karena tidak ditemukan dinding dan atap bangunan. Penutup atap diperkirakan menggunakan bahan yang mudah lapuk (mungkin bambu atau kayu)",,
ARTJOG MMXIX,4.7,223,"Museum, Pameran",50000,50000,-77.996.687,"Jalan Ki Amri Yahya No. 1, Gampingan-Yogyakarta",1.103.533.668,ARTJOG adalah ruang berbagi; berbagi pengetahuan dan berbagi pengalaman estetika serta perkembangan seni terbaru.,,
Kedung Tolok,4.3,223,"Alam, Wisata Air",0,0,-79.632.346,"Dusun Siluk 1,Desa Selopamioro,Kecamatan Imogiri,Kabupaten Bantul,Jogjakarta",1.103.838.152,"Kedung Tolok merupakan tempat wisata grojogan atau air terjun baru di Imogiri,lokasinya cukup tersembunyi,suasananya sangat sejuk dan nyaman untuk bermain",,
Gua Jepang,4.1,222,"Alam, Sejarah",0,0,-75.879.932,"Seloharjo, Pundong, Bantul, Daerah Istimewa Yogyakarta",1.104.305.322,Gua ini merupakan gua yang digunakan tentara Jepang untuk bersembunyi atau mengintai musuh.,,
Desa Wisata Wanurejo,4.4,221,Wisata Daerah,0,0,-76.117.993,"Kabupaten Magelang, Kecamatan Borobudur",1.102.179.225,"Desa Wisata Wanurejo adalah ""Desa Wisata Budaya dan Kriya"" yang terletak di kawasan Borobudur. Memiliki berbagai wisata edukasi dan budaya seperti membatik, menari",,
Candi Donotirto,4.4,213,Buatan,0,0,-77.955.613,"Jl. Jogonegaran, Pringgokusuman, Kec. Gedong Tengen, Kota Yogyakarta",1.103.612.095,Candi Donotirto bukanlah candi yang sebenarnya. Tempat ini merupakan sebuah pemandian umum,,
Candi Lumbung,4.4,213,"Sejarah, Budaya",40000,40000,-77.481.336,"Dukuh Bener, Desa Bugisan, Kecamatan Prambanan, Kabupaten Klaten",110.492.962,"Candi Lumbung adalah sebutan dari masyarakat disekitarnya, karena bentuk dari bangunan Candi ini mirip sekali dengan Lumbung. Candi Lumbung merupakan kompleks candi yang terdiri dari candi induk yang dikelilingi oleh 16 candi perwara.",,
Pantai Somandeng,4.5,213,Pantai,0,0,-81.490.954,"Tepus, Gunungkidul, DIYogyakarta",1.106.101.161,"Pantai Somandeng mempunyai keindahan yang harus disaksikan secara langsung. Pantai ini mempunyai hamparan pasir putih yang lembut, bersih dan nampak lebih berkilau ketika terkena ombak air. ",,
Pantai Nampu,4.6,211,Pantai,10000,10000,-81.837.872,"Desa Jepitu, Girisubo, Gunung Kidul, Daerah Istimewa Yogyakarta",1.107.073.455,Wisata Pantai Nampu di Girisubo Gunung Kidul Yogyakarta ini relatif masih alami dan belum banyak dikunjungi. Setidaknya Anda juga akan merasakan apa perbedaan pantai ini dengan pantai di Gunungkidul yang sebelumnya sudah dikunjungi. Pantai ini berpasir putih. Memiliki banyak batu karang dan laut yang biru. Pantainya pun juga masih bersih.,,
Taman Tino Sidin,4.7,204,"Museum, Taman",5000,5000,-77.995.125,"Jl. Tino Sidin No.297, Kdipiro, Ngestiharjo, Kec. Kasihan, Bantul, Daerah Istimewa Yogyakarta",1.103.449.674,"Tino Sidin adalah seorang tokoh penting. Dimana sebagai guru bagi anak-anak, dirinya me-miliki pendekatan psikologis anak. Taman tino sidin adalah sebuah museum yang melestarikan karya-karya dan warisan seni pak tino, dengan tanpa merubah desain asli rumah tinggal pak tino kenangan.",,
Stasiun Kereta Api Bantul,4.4,199,Sejarah,0,0,-7.887.327,"Jl. Jend Sudirman/HOS Cokroaminoto no. 13 RT 02 Gedriyan, kelurahan Nyangkringan, kecamatan Bantul",110.329.554,Stasiun Kereta Api Bantul diresmikan pada masa pemerintahan Belanda pada tahun 1895 oleh NISM (Nederlands Indische Spoorweg Maatschappij) sebagai salah satu halte pemberhentian kereta saat itu.,,
Gardu Pandang Mangol Kencana,4.2,196,Alam,0,0,-78.378.573,"Gluntung, Patuk, Kec. Patuk, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta",1.104.890.534,Gardu pandang Mangol Kencana adalah sebuah obyek wisata baru yang berada di kawasan perbukitan Patuk Gunungkidul. Obyek wisata ini menyuguhkan sebuah tempat di pinggir jurang yang tinggi untuk memandang jauh ke sekeliling dengan pandangan yang luas dan indah.,,
Wisata Candi Kembar,4.5,189,"Sejarah, Budaya",5000,5000,-77.401.262,"Jl.Candi Plaosan, Plaosan Lor, Bugisan, Kec. Prambanan, Kab. Klaten",11.050.544,"Candi Plaosan ini adalah candi kembar. Kedua candi utama berdenah persegi panjang, berlantai 2 dan berbilik 3. Kaki lantai setinggi sekitar 60 cm tanpa selasar",,
Pantai Pasir Puncu,4,188,Pantai,10000,10000,-78.540.573,"Dusun Harjobinangun, Kecamatan Grabag, Kabupaten Purworejo",1.099.130.624,"Pantai Pasir Puncu memiliki ombak besar, sehingga suara deburan ombak-nya juga sangat merdu didengar untuk membuat kita merasa tenang. ",,
Cemeti - Institute for Art and Society,4.6,182,Museum,0,0,-78.177.918,"Jl. Di Panjaitan 41 Kec. Mantrijeron Yogyakarta, D.I. Yogyakarta",1.103.623.492,"Cemeti Art House adalah salah satu dari sekian banyak tempat art exhibition yang ada di Kota Yogyakarta, letaknya yang tidak jauh dengan kawasan alun-alun kidul dan Prawirotaman",,
Restoe Boemi Kreo,4.5,176,"Alam, Kuliner",0,0,-7.723.671.547," Jalan raya banjararum, kliran, Sendangagung, Kecamatan Minggir, Kabupaten Sleman, DIY",110.231.514,Restoe Boemi Kreo sebuah rumah makan hasil karya NextDestinXction untuk masyarakat kreo,,
TWM ( Tebing Watu Mabur ),4.4,172,Alam,2000,2000,-79.456.084,"Lemah Abang, Mangunan, Dlingo, Bantul",1.104.406.992,Tebing Watu Mabur merupakan sebuah lokasi tempat wisata yang ada di Yogyakarta dengan suguhan indahnya panorama sebuah tebing dan pemandangan alam yang luar biasa,,
Candi Ijo,4.7,159,Budaya dan Sejarah,5000,10000,-7.783.381.475,"Bukit Ijo, Desa Sambirejo, Prambanan, Sleman, Yogyakarta,",1.105.104.366,"Candi Ijo adalah sebuah kompleks percandian bercorak Hindu, berada 4 kilometer arah tenggara dari Candi Ratu Boko atau kira-kira 18 kilometer di sebelah timur kota Yogyakarta. Candi ini diperkirakan dibangun antara kurun abad ke-10 sampai dengan ke-11 Masehi pada saat zaman Kerajaan Medang periode Mataram.",,
Hutan Cemara Sembung,4.2,156,"Alam, Forest",0,0,-78.306.883," Sembung, Gn. Salam, Balecatur, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta",1.102.897.089,"Salah satu destinasi wisata baru. Para pemuda setempat menyulap tempat ini menjadi lebih indah dengan tujuan meningkatkan perekonomian warga setempat. Lingkungannya asri dan bersih, serta banyak spot yang menarik.",,
Pakem Sari Water Park,3.7,154,"Buatan, Wisata Air",20000,20000,-7.661.928,"Jl. Pakem – Turi No.KM. 0,4, Klarangan, Harjobinangun, Pakem, Yogyakarta, Daerah Istimewa Yogyakarta",110.413.932,Water Boom Pakemsari adalah salah satu wahana rekreasi air yang berada di utara Yogyakarta. Water Boom merupakan alternative rekreasi bersama keluarga,,
Goa Sentono,4.1,140,Alam,5000,5000,-78.129.534,"Desa Mendenrejo Kradenan, Nglaren, Mendenrejo, Blora",1.104.715.037,Situs Goa Sentono Jogja yaitu goa buatan yang dipahat pada batu yang disebut ceruk. Goa umat Hindu masa Kerajaan Mataram Kuno ini memiliki tiga ceruk.,,
Desa Wisata Sendari,4.3,136,"Budaya, Kerajinan",0,0,-77.375.229,"Jalan Cebongan No.15, Sendon, Tirtoadi, Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta",110.325.111,Desa wisata Sendari adalah salah satu desa wisata di Jogja yang memiliki daya tarik tersendiri dibandingkan obyek desa wisata lainnya di Jogja. Desa wisata bisa dikatakan konsep wisata baru di Jogja yang menjadikan ciri khas kebudayaan dan tradisi asli masyarakat sebagai nilai jualnya.,,
Terasiring Sriharjo,4.6,136,Alam,0,0,-79.448.403,"Lembah sungai oya, Sriharjo, Imogiri, Bantul",1.104.180.764,"Panorama terasering di bawah perbukitan Sriharjo, didapuk menjadi salah satu landmark keindahan Kali Oya pada sisi utara. Sehingga menjadi lokasi utama pengunjung melakukan swafoto.",,
Candi Gana,4.1,133,Sejarah,0,0,-77.439.064,"Dusun Bener, Desa Bugisan, Kecamatan Prambanan, Kabupaten Klaten",1.104.961.559,Candi ini terletak sekitar 300 meter sebelah timur Candi Sewu dan mempunyai arah hadap ke barat.,,
Kampoeng Cyber Yogyakarta,4.4,133,"Taman, Edukasi",0,0,-7.809.384,Taman KT 1 No.432 Patehan Kecamatan Kraton Kota Yogyakarta,1.103.585.784,Kampung Cyber didirikan oleh Antonius Sasongko pada tahun 2006. Kampung Cyber adalah kampung yang dibangun oleh Pemerintah Daerah Istimewa Yogyakarta bersama dengan warga setempat yang berkedudukan diwilayah itu dan menjadikan kampung tersebut menjadi desa wisata.,,
Watu Tekek,4.1,129,Alam,3000,3000,-76.643.486,"Gerbosari, Samigaluh, Kabupaten Kulon Progo",1.102.081.121,"Watu Tekek adalah salah satu wisata alam Jogja yang menampilkan pemandangan alam yang luar biasa mempesona. Watu Tekek dan beberapa lokasi wisata sejenis menjadi populer akhir-akhir ini sebagai salah satu jenis wisata baru di Jogja. Belum lama ini, Jogja terkenal dengan berbagai obyek wisatanya yang bisa menjadi wahana selfie.",,
Pantai Bukit Indah Nampu,4.4,125,Pantai,0,0,-81.840.158,"Jl. Wediombo – Jungwok, Balong, Girisubo, Gunung Kidul, Daerah Istimewa Yogyakarta",1.107.081.369,"Pantai Nampu terdiri dari 3 pantai yang dipisahkan oleh bukit karst, dari ketiga pantai ini, pantai Nampu yang menjadi kesukaan karena lokasinya yang mudah dijangkau. Tidak hanya aksesnya sangat gampang, panorama alam yang ditawarkan di Pantai Nampu juga sangat indah. Pantai Nampu juga memiliki garis pantai yang amat panjang.",,
Geger Menjangan,4.1,121,Alam,0,0,-76.993.041,"Dusun Gamlok, Kelurahan Baledono, Kecamatan Purworejo, Kabupaten Purworejo",1.100.306.903,"Wisata Puncak Geger Menjangan di Purworejo merupakan sebuah hamparan bukit yang menyuguhkan pemandangan Kota Purworejo dan pantai selatan dari ketinggian. Pesona dan keindahan yang dimiliki tak ada duanya, karena memang terasa begitu menawan dengan keindahan anti mainstream yang disajikan.",,
Pantai Segoro Kidul,4.3,120,Pantai,5000,5000,-7.996.434,"Jl Radjiman, Poncosari, Srandakan, Bantul, Daerah Istimewa Yogyakarta",1.102.414.412,"Daya tarik utama Puncak Segoro Gunung Kidul adalah cafe yang berada di tebing karang yang menjulang tinggi, dan langsung menghadap ke laut lepas.",,
Museum dan Tanah Liat,4.6,116,"Museum, Buatan",0,0,-78.200.451,"JL. menayu, desa Jl. Kersan No.RT.05, Jeblog, Tirtonirmolo, Kec. Kasihan, Kabupaten Bantul",1.103.394.857,"Museum dan Tanah Liat adalah ruang seni yang memfasilitasi bermacam aktivitas termasuk pameran. Museum ini berdiri sejak 1988 yang digagas Ugo Untoro seorang pelukis yang mengawali karier di jalanan. Awalnya Museum dan Tanah Liat adalah studio lukis, bernama tanah liat namun berganti menjadi Museum dan Tanah Liat (MdTL).",,
Pantai Ngrawah,4.5,114,Pantai,10000,10000,-81.250.824,"Kanigoro, Sapto Sari, Gunung Kidul, DI Yogyakarta",1.105.202.032,"Pantai Ngrawah adalah tempat rekreasi di Gunung Kidul, Yogyakarta yang lokasinya berada dibalik persawahan dan ladang milik warga. Pantai ini belum banyak dikunjungi wisatawan. Pantai ini biasanya dikunjungi oleh mereka yang ingin camping di alam liar. ",,
Nanggulan Rice Terrace,Watumurah,Pendowoharjo,4.3,108,Kuliner,0,0,-77.479.509,"Jl. Sentolo - Klangon Km. 8, Nanggulan, Kulon Progo",1.101.903.153,Menyediakan berbagai macam kuliner yang dimulai dari 2500 rupiah sudah bisa berbelanja makanan di sana.
Museum Sonobudoyo Unit II,4.7,107,Sejarah,0,0,-78.040.124," Ndalem Condrokiranan, Wijilan, di sebelah timur Alun-Alun Utara Keraton Yogyakarta",110.366.348,Museum Sonobudoyo Unit II saat ini menjadi kantor utama dan ruang penyimpanan koleksi. Yang sebelumnya berada di Unit I. Sedangkan untuk pengunjung wisata museum diarahkan ke Unit I dan gedung pameran temporer eks-Koni,,
Obelix Hills Sunset View,4.6,99,"Buatan, Wisata Alam",15000,20000,-78.070.316,"Klumprit I, Klumprit II, Wukirharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta",1.105.215.714,"Obelix Hills adalah tempat wisata kekinian dengan pemandangan sunset dari ketinggian, resto, dan 30 spot foto kekinian buat kamu. Ada satu tempat yang mungkin saja menjadi incaran para traveller hits di Jogja. Disana kita bisa merasakan liburan dan melepas penat di atas awan, yaps bener-bener diatas awan.",,
Pantai Ngluwen,4.5,96,Pantai,0,0,-81.140.054,"Krambil Sawit, Saptosari, Kabupaten Gunungkidul,",1.104.898.614,Pantai Ngluwen dapat dibilang sebagai salah satu wisata tersembunyi di Yogyakarta karena masih jarang diketahui wisatawan. Suasananya yang damai cocok banget buat kamu yang ingin mencari ketenangan.,,
Pantai Trisik,3.9,94,Pantai,5000,5000,-79.673.349,"Desa Karangsewu, Galur, Kulon Progo, Daerah Istimewa Yogyakarta",110.182.607,"Pantai Trisik Kulon Progo adalah salah satu pantai yang merupakan wilayah konservasi penyu. Ada 6 jenis penyu yang biasa bertelur di pantai ini. Jadi, selain bisa untuk bertamasya juga bisa dipergunakan untuk belajar konservasi penyu.",,
Watu Kendhil,4.3,93,Alam,0,0,-76.353.212,"Desa Candirejo, kecamatan Borobudur",1.102.147.341,Watu kendil sendiri merupakan batu besar dengan bentuk persegi mempunyai tinggi 7 meter dan letaknya di jurang perbukitan menoreh.,,
Geopark Gunung Sewu,4.4,85,Alam,5000,5000,-78.475.299,"Desa Patuk, Kecamatan Patuk, Gunung Kidul, Daerah Istimewa Yogyakarta",1.104.795.506,"Kawasan Geopark Gunungsewu terdiri dari 33 situs warisan bumi 30 situs geologi dan tiga situs non geologi. Situs non-geologi adalah adalah Hutan Turunan, Hutan Wanagama",,
Goa Payaman,4.2,84,"Alam, Sejarah",0,0,-78.346.264,"Kepuhan RT.11, Argorejo, Sedayu, Bantul,Yogyakarta",110.258.599,"Goa Payaman terletak di Dukuh Payaman, Dusun Kepuhan, Desa Argorejo, Kecamatan Sedayu, Kabupaten Bantul atau sekitar 14 Km dari kota Yogyakarta. Goa Payaman sudah sering digunakan untuk camping. Goa Payaman dan Bumi Perkemahan terletak tidak berjauhan, dan keduanya dijadikan satu sebagai lokasi wisata edukasi, wisata sejarah, dan religi.",,
Pantai Watunene,4.6,84,Pantai,0,0,-81.594.636,"Padukuhan Ngasem, Kalurahan Tepus, Kapanewon Tepus, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta",1.106.292.219,"Pantai Watunene berlokasi di sisi sebelah barat Pantai Seruni dengan area pantai yang memanjang dari sisi timur hingga barat. Dikelilingi perbukitan dengan tumbuhan khas pantai, Pantai Watunene menjadi salah satu pantai yang memiliki suasana sejuk. Pasirnya putih bersih dan lembut dengan kumpulan batu di sisi sebelah timur.",,
